# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_inframe_deletion	variants_effect_inframe_insertion	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_canonical_start_codon	variants_effect_non_coding_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
DEHA2A03740g	DEHA2A03740g	CAG84457	protein_coding	0	0	7	254	0	2	108	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	7	146
DEHA2A03762r	DEHA2A03762r	DEHA2A03762r	protein_coding	0	0	0	235	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93
DEHA2A03784g	DEHA2A03784g	CAG84460	protein_coding	4	0	5	123	0	4	52	4	0	1	0	0	8	0	0	0	0	0	1	0	0	0	0	71
DEHA2A03806g	DEHA2A03806g	CAG84461	protein_coding	26	0	15	109	0	7	30	26	0	8	0	0	35	0	0	0	0	0	0	0	0	0	6	79
DEHA2A04334g	DEHA2A04334g	CAG84465	protein_coding	29	0	34	362	0	20	228	29	0	14	0	0	60	0	0	0	0	0	0	0	0	0	3	134
DEHA2A04356g	DEHA2A04356g	CAG84466	protein_coding	24	0	15	345	0	5	142	23	0	11	0	0	35	0	0	0	0	1	0	0	1	0	3	203
DEHA2A04378g	DEHA2A04378g	CAG84467	protein_coding	15	0	47	294	0	39	141	15	0	8	0	0	53	0	0	0	0	0	0	0	0	0	9	153
DEHA2A04400g	DEHA2A04400g	CAG84468	protein_coding	22	2	34	287	0	14	160	22	0	20	0	2	50	0	0	0	0	2	0	0	0	0	4	127
DEHA2A04422g	DEHA2A04422g	CAG84469	protein_coding	35	0	23	302	0	4	155	35	0	19	0	0	54	0	0	0	0	0	0	0	0	0	4	147
DEHA2A04444g	DEHA2A04444g	CAG84470	protein_coding	5	0	20	299	0	11	148	5	0	9	0	0	25	0	0	0	0	0	0	0	0	0	0	151
DEHA2A04466g	DEHA2A04466g	CAG84471	protein_coding	54	0	34	270	0	9	120	54	0	25	0	0	68	0	0	0	0	0	0	0	1	0	19	150
DEHA2A04488g	DEHA2A04488g	CAG84472	protein_coding	27	0	13	290	0	3	131	26	0	10	0	0	32	0	0	0	0	1	0	0	1	0	5	159
DEHA2A04510g	DEHA2A04510g	CAG84473	protein_coding	32	0	39	285	0	12	124	32	0	27	0	0	55	0	0	0	0	0	0	0	0	0	15	161
DEHA2A04532g	DEHA2A04532g	CAG84474	protein_coding	11	0	27	244	0	3	123	11	0	24	0	0	31	0	0	0	0	0	0	0	0	0	6	121
DEHA2A04554g	DEHA2A04554g	CAG84475	protein_coding	31	0	19	239	0	16	123	31	0	3	0	0	47	0	0	0	0	0	0	0	0	0	3	116
DEHA2A04576g	DEHA2A04576g	CAG84476	protein_coding	10	0	4	262	0	3	133	10	0	1	0	0	13	0	0	0	0	0	0	0	0	0	1	129
DEHA2A04598r	DEHA2A04598r	DEHA2A04598r	protein_coding	0	0	0	250	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129
DEHA2A04620g	DEHA2A04620g	CAG84477	protein_coding	25	0	13	280	0	10	124	25	0	3	0	0	33	0	0	0	0	0	0	0	0	0	5	156
DEHA2A04642g	DEHA2A04642g	CAG84478	protein_coding	36	0	37	293	0	32	123	36	0	5	0	0	62	0	0	0	0	0	0	0	0	0	11	170
DEHA2A04664g	DEHA2A04664g	CAG84479	protein_coding	37	0	34	297	0	13	153	37	0	21	0	0	65	0	0	0	0	0	0	0	0	0	6	144
DEHA2A04686g	DEHA2A04686g	CAG84480	protein_coding	7	1	6	314	0	2	150	7	0	4	0	3	11	0	0	0	0	1	0	0	0	0	2	162
DEHA2A04708g	DEHA2A04708g	CAG84481	protein_coding	18	0	29	314	0	4	152	18	0	25	0	0	38	0	0	0	0	0	0	0	0	0	8	162
DEHA2A04730g	DEHA2A04730g	CAG84482	protein_coding	11	0	24	295	0	9	136	11	0	15	0	0	33	0	0	0	0	0	0	0	0	0	2	159
DEHA2A04752g	DEHA2A04752g	CAG84483	protein_coding	12	0	15	276	0	6	124	12	0	9	0	0	20	0	0	0	0	0	0	0	0	0	7	152
DEHA2A04774g	DEHA2A04774g	CAG84484	protein_coding	20	0	6	289	0	5	157	20	0	1	0	0	23	0	0	0	0	0	0	0	0	0	3	132
DEHA2A04796g	DEHA2A04796g	CAG84485	protein_coding	25	0	14	296	0	3	145	25	0	11	0	0	31	0	0	0	0	0	0	0	0	0	8	151
DEHA2A04818g	DEHA2A04818g	CAG84486	protein_coding	9	0	14	314	0	3	160	9	0	11	0	0	20	0	0	0	0	0	0	0	0	0	3	154
DEHA2A04840g	DEHA2A04840g	CAG84487	protein_coding	18	0	16	300	0	10	125	18	0	6	0	0	29	0	0	0	0	0	0	0	0	0	5	175
DEHA2A04862g	DEHA2A04862g	CAG84488	protein_coding	6	0	7	298	0	6	132	6	0	1	0	0	10	0	0	0	0	0	0	0	0	0	2	166
DEHA2A04884g	DEHA2A04884g	CAG84489	protein_coding	14	0	15	325	0	5	173	14	0	10	0	0	25	0	0	0	0	0	0	0	0	0	4	152
DEHA2A04906r	DEHA2A04906r	DEHA2A04906r	protein_coding	0	0	0	317	0	0	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147
DEHA2A04928g	DEHA2A04928g	CAG84490	protein_coding	48	0	42	313	0	29	143	48	0	13	0	0	73	0	0	0	0	0	0	0	0	0	16	170
DEHA2A04950g	DEHA2A04950g	CAG84491	protein_coding	21	0	32	334	0	22	166	21	0	10	0	0	46	0	0	0	0	0	0	0	0	0	7	168
DEHA2A04972g	DEHA2A04972g	CAG84492	protein_coding	25	0	13	329	0	3	157	25	0	10	0	0	33	0	0	0	0	0	0	0	0	0	5	172
DEHA2A04994g	DEHA2A04994g	CAG84493	protein_coding	10	0	15	326	0	13	171	10	0	2	0	0	20	0	0	0	0	0	0	0	0	0	5	155
DEHA2A05016g	DEHA2A05016g	CAG84494	protein_coding	35	0	52	296	0	27	136	35	0	25	0	0	74	0	0	0	0	0	0	0	0	0	13	160
DEHA2A05038g	DEHA2A05038g	CAG84495	protein_coding	38	0	32	298	0	13	135	38	0	19	0	0	59	0	0	0	0	0	0	0	0	0	11	163
DEHA2A05060g	DEHA2A05060g	CAG84496	protein_coding	35	0	35	279	0	27	145	35	0	8	0	0	60	0	0	0	0	0	0	0	0	0	10	134
DEHA2A05082g	DEHA2A05082g	CAG84497	protein_coding	58	0	73	320	0	13	186	58	0	60	0	0	118	0	0	0	0	0	0	0	0	0	13	134
DEHA2A05104g	DEHA2A05104g	CAG84498	protein_coding	57	0	63	276	0	25	139	57	0	38	0	0	86	0	0	0	0	0	0	0	0	0	33	137
DEHA2A05126g	DEHA2A05126g	CAG84499	protein_coding	31	0	29	308	0	11	130	31	0	18	0	0	53	0	0	0	0	0	0	0	0	0	7	178
DEHA2A05148g	DEHA2A05148g	CAG84500	protein_coding	12	0	12	328	0	5	143	12	0	7	0	0	23	0	0	0	0	0	0	0	0	0	1	185
DEHA2A05170g	DEHA2A05170g	CAG84501	protein_coding	13	0	35	322	0	27	167	13	0	8	0	0	39	0	0	0	0	1	0	0	1	1	8	155
DEHA2A05192g	DEHA2A05192g	CAG84502	protein_coding	56	0	45	311	0	31	134	56	0	14	0	0	89	0	0	0	0	0	0	0	0	0	12	177
DEHA2A05214g	DEHA2A05214g	CAG84503	protein_coding	15	0	23	329	0	20	146	15	0	3	0	0	33	0	0	0	0	0	0	0	0	0	5	183
DEHA2A05236g	DEHA2A05236g	CAG84504	protein_coding	16	0	19	333	0	1	178	16	0	18	0	0	31	0	0	0	0	0	0	0	0	0	4	155
DEHA2A05258g	DEHA2A05258g	CAG84505	protein_coding	78	0	33	296	0	14	143	78	0	19	0	0	85	0	0	0	0	0	0	0	0	0	26	153
DEHA2A05280g	DEHA2A05280g	CAG84506	protein_coding	6	0	5	326	0	1	144	6	0	4	0	0	10	0	0	0	0	0	0	0	0	0	1	182
DEHA2A05302g	DEHA2A05302g	CAG84507	protein_coding	30	0	20	312	0	5	127	30	0	15	0	0	42	0	0	0	0	0	0	0	0	0	7	185
DEHA2A05324g	DEHA2A05324g	CAG84508	protein_coding	32	0	56	315	0	10	149	32	0	46	0	4	74	0	0	0	0	0	0	0	0	0	14	162
DEHA2A05346g	DEHA2A05346g	CAG84509	protein_coding	30	0	20	292	0	10	138	30	0	10	0	0	43	0	0	0	0	0	0	0	0	0	7	154
DEHA2A05368g	DEHA2A05368g	CAG84510	protein_coding	15	0	12	303	0	6	164	15	0	6	0	0	24	0	0	0	0	0	0	0	0	0	3	139
DEHA2A05390g	DEHA2A05390g	CAR65362	protein_coding	87	0	90	313	0	56	138	87	0	34	0	0	142	0	0	0	0	0	0	0	0	0	34	175
DEHA2A05412g	DEHA2A05412g	CAG84512	protein_coding	26	0	34	321	0	7	143	26	0	27	0	0	48	0	0	0	0	0	0	0	0	0	12	178
DEHA2A05434g	DEHA2A05434g	CAG84513	protein_coding	46	0	15	367	0	3	177	46	0	12	0	0	50	0	0	0	0	0	0	0	0	0	11	190
DEHA2A05456g	DEHA2A05456g	CAG84514	protein_coding	5	0	9	325	0	3	158	5	0	6	0	0	12	0	0	0	0	0	0	0	0	0	2	167
DEHA2A05478g	DEHA2A05478g	CAR65363	protein_coding	11	0	14	283	0	12	139	11	0	2	0	0	23	0	0	0	0	0	0	0	0	0	2	144
DEHA2A05500g	DEHA2A05500g	CAG84517	protein_coding	36	0	44	288	0	28	141	36	0	16	0	0	69	0	0	0	0	0	0	0	0	0	11	147
DEHA2A05522g	DEHA2A05522g	CAG84518	protein_coding	0	0	0	314	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165
DEHA2A05544g	DEHA2A05544g	CAG84519	protein_coding	11	0	2	312	0	2	154	11	0	0	0	0	1	0	0	0	0	0	0	0	0	0	12	158
DEHA2A05566g	DEHA2A05566g	CAR65364	protein_coding	63	0	58	300	0	44	138	63	0	14	0	0	98	0	0	0	0	0	0	0	0	0	23	162
DEHA2A05588g	DEHA2A05588g	CAG84521	protein_coding	0	0	1	323	0	0	167	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	156
DEHA2A05610g	DEHA2A05610g	CAG84522	protein_coding	23	0	11	313	0	0	154	23	0	11	0	0	26	0	0	0	0	0	0	0	0	0	8	159
DEHA2A05632g	DEHA2A05632g	CAG84523	protein_coding	30	0	24	281	0	7	138	30	0	17	0	0	43	0	0	0	0	0	0	0	0	0	11	143
DEHA2A05654g	DEHA2A05654g	CAG84524	protein_coding	13	0	21	315	0	5	154	13	0	16	0	0	26	0	0	0	0	0	0	0	0	0	8	161
DEHA2A05676g	DEHA2A05676g	CAG84525	protein_coding	15	2	19	337	0	4	168	14	0	15	0	5	28	0	0	0	1	2	0	0	0	0	5	167
DEHA2A05698g	DEHA2A05698g	CAG84526	protein_coding	7	0	17	305	0	6	150	7	0	11	0	0	18	0	0	0	0	0	0	0	0	0	5	155
DEHA2A05720g	DEHA2A05720g	CAG84527	protein_coding	11	0	5	302	0	0	158	11	0	5	0	0	13	0	0	0	0	0	0	0	0	0	3	144
DEHA2A05742g	DEHA2A05742g	CAG84528	protein_coding	7	0	6	295	0	3	160	7	0	3	0	0	10	0	0	0	0	0	0	0	0	0	3	135
DEHA2A05764g	DEHA2A05764g	CAG84529	protein_coding	24	0	18	287	0	5	126	24	0	13	0	0	31	0	0	0	0	0	0	0	0	0	11	161
DEHA2A05786g	DEHA2A05786g	CAG84530	protein_coding	11	0	5	302	0	5	159	11	0	0	0	0	12	0	0	0	0	0	0	0	0	0	4	143
DEHA2A05808g	DEHA2A05808g	CAG84531	protein_coding	8	0	8	292	0	1	145	8	0	7	0	0	14	0	0	0	0	0	0	0	0	0	2	147
DEHA2A05830g	DEHA2A05830g	CAG84532	protein_coding	37	0	61	316	0	52	148	37	0	9	0	0	84	0	0	0	0	0	0	0	0	0	14	168
DEHA2A05852g	DEHA2A05852g	CAR65365	protein_coding	61	0	62	287	0	30	139	61	0	32	0	0	97	0	0	0	0	0	0	0	0	0	26	148
DEHA2A05874g	DEHA2A05874g	CAG84534	protein_coding	5	0	14	323	0	4	158	5	0	10	0	0	18	0	0	0	0	0	0	0	0	0	1	165
DEHA2A05896g	DEHA2A05896g	CAG84535	protein_coding	3	0	4	323	0	4	172	3	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	151
DEHA2A05918g	DEHA2A05918g	CAG84536	protein_coding	29	0	34	352	0	10	179	29	0	24	0	0	52	0	0	0	0	0	0	0	0	0	11	173
DEHA2A05940g	DEHA2A05940g	CAG84537	protein_coding	26	0	15	331	0	7	183	26	0	8	0	0	35	0	0	0	0	0	0	0	0	0	6	148
DEHA2A05962g	DEHA2A05962g	CAG84538	protein_coding	49	0	25	332	0	18	158	49	0	7	0	0	65	0	0	0	0	0	0	0	0	0	9	174
DEHA2A05984g	DEHA2A05984g	CAG84539	protein_coding	10	0	12	331	0	8	176	10	0	4	0	0	18	0	0	0	0	1	0	0	1	0	2	155
DEHA2A06006g	DEHA2A06006g	CAG84540	protein_coding	17	0	14	344	0	13	182	17	0	1	0	0	25	0	0	0	0	0	0	0	0	0	6	162
DEHA2A06028g	DEHA2A06028g	CAG84541	protein_coding	37	0	34	364	0	3	177	37	0	31	0	0	65	0	0	0	0	0	0	0	0	0	6	187
DEHA2A06050g	DEHA2A06050g	CAG84542	protein_coding	19	0	25	336	0	4	174	19	0	21	0	0	37	0	0	0	0	0	0	0	0	0	7	162
DEHA2A06072g	DEHA2A06072g	CAG84543	protein_coding	12	0	12	341	0	10	157	12	0	2	0	0	20	0	0	0	0	0	0	0	0	0	4	184
DEHA2A06094g	DEHA2A06094g	CAG84544	protein_coding	36	0	70	332	0	19	170	36	0	51	0	0	91	0	0	0	0	0	0	0	0	0	15	162
DEHA2A06116g	DEHA2A06116g	CAG84545	protein_coding	14	0	32	334	0	23	169	14	0	9	0	0	42	0	0	0	0	0	0	0	0	0	4	165
DEHA2A06138g	DEHA2A06138g	CAG84546	protein_coding	6	0	11	329	0	2	179	6	0	9	0	0	11	0	0	0	0	0	0	0	0	0	6	150
DEHA2A06160g	DEHA2A06160g	CAG84547	protein_coding	13	0	12	347	0	3	155	13	0	9	0	0	20	0	0	0	0	0	0	0	0	0	5	192
DEHA2A06182g	DEHA2A06182g	CAR65366	protein_coding	20	0	17	364	0	10	189	20	0	7	0	0	31	0	0	0	0	0	0	0	0	0	6	175
DEHA2A06204g	DEHA2A06204g	CAR65367	protein_coding	14	0	12	350	0	2	185	14	0	10	0	0	24	0	0	0	0	0	0	0	0	0	2	165
DEHA2A06226g	DEHA2A06226g	CAG84550	protein_coding	12	0	22	369	0	15	173	12	0	7	0	0	28	0	0	0	0	0	0	0	0	0	6	196
DEHA2A06248g	DEHA2A06248g	CAG84551	protein_coding	14	0	14	374	0	11	155	14	0	3	0	0	24	0	0	0	0	0	0	0	0	0	4	219
DEHA2A06270g	DEHA2A06270g	CAG84552	protein_coding	22	0	19	358	0	13	201	22	0	6	0	0	31	0	0	0	0	0	0	0	0	0	10	157
DEHA2A06292g	DEHA2A06292g	CAG84553	protein_coding	20	0	14	360	0	5	188	20	0	9	0	0	30	0	0	0	0	0	0	0	0	0	4	172
DEHA2A06314g	DEHA2A06314g	CAG84554	protein_coding	16	0	31	351	0	8	167	16	0	23	0	0	38	0	0	0	0	0	0	0	0	0	9	184
DEHA2A06336g	DEHA2A06336g	CAR65368	protein_coding	38	0	33	335	0	8	128	38	0	25	0	0	58	0	0	0	0	0	0	0	0	0	13	207
DEHA2A06358g	DEHA2A06358g	CAR65369	protein_coding	41	0	52	328	0	17	132	41	0	35	0	0	77	0	0	0	0	0	0	0	0	0	16	196
DEHA2A06380g	DEHA2A06380g	CAG84557	protein_coding	38	0	27	305	0	25	159	38	0	2	0	0	56	0	0	0	0	0	0	0	0	0	9	146
DEHA2A06402g	DEHA2A06402g	CAG84558	protein_coding	36	0	23	272	0	11	155	36	0	12	0	0	50	0	0	0	0	0	0	0	0	0	9	117
DEHA2A06424g	DEHA2A06424g	CAR65370	protein_coding	61	0	90	276	0	33	145	61	0	57	0	0	132	0	0	0	0	0	0	0	0	0	19	131
DEHA2A06446g	DEHA2A06446g	CAR65371	protein_coding	31	0	52	287	0	13	133	31	0	39	0	0	70	0	0	0	0	0	0	0	0	0	13	154
DEHA2A06468r	DEHA2A06468r	DEHA2A06468r	protein_coding	0	0	0	308	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137
DEHA2A06490g	DEHA2A06490g	CAG84561	protein_coding	19	0	31	315	0	8	153	19	0	23	0	0	43	0	0	0	0	0	0	0	0	0	7	162
DEHA2A06512g	DEHA2A06512g	CAG84562	protein_coding	28	0	49	290	0	36	149	28	0	13	0	0	62	0	0	0	0	0	1	0	0	0	13	141
DEHA2A06534g	DEHA2A06534g	CAG84563	protein_coding	16	0	15	298	0	5	146	16	0	10	0	0	28	0	0	0	0	0	0	0	0	0	3	152
DEHA2A06556g	DEHA2A06556g	CAR65372	protein_coding	16	0	19	301	0	14	150	16	0	5	0	0	30	0	0	0	0	0	0	0	0	0	4	151
DEHA2A06578g	DEHA2A06578g	CAR65373	protein_coding	17	0	22	301	0	7	148	17	0	15	0	0	30	0	0	0	0	0	0	0	0	0	9	153
DEHA2A06600g	DEHA2A06600g	CAG84566	protein_coding	7	0	13	310	0	12	149	7	0	1	0	0	18	0	0	0	0	0	0	0	0	0	2	161
DEHA2A06622g	DEHA2A06622g	CAG84567	protein_coding	17	1	9	319	0	5	147	17	0	4	0	2	21	0	0	0	0	2	0	0	0	0	5	171
DEHA2A06644g	DEHA2A06644g	CAG84568	protein_coding	17	0	9	322	0	5	178	17	0	4	0	0	20	0	0	0	0	0	0	0	0	0	6	144
DEHA2A06666g	DEHA2A06666g	CAG84569	protein_coding	2	0	11	326	0	4	176	2	0	7	0	0	13	0	0	0	0	0	0	0	0	0	0	150
DEHA2A06688g	DEHA2A06688g	CAG84570	protein_coding	14	0	8	345	0	8	140	13	0	1	0	0	16	0	0	0	0	1	0	0	1	0	4	205
DEHA2A06710g	DEHA2A06710g	CAG84571	protein_coding	15	0	21	363	0	16	148	15	0	5	0	0	31	0	0	0	0	0	0	0	0	0	5	215
DEHA2A06732g	DEHA2A06732g	CAR65374	protein_coding	46	0	33	349	0	28	164	46	0	5	0	0	68	0	0	0	0	0	0	0	0	0	11	185
DEHA2A06754g	DEHA2A06754g	CAR65375	protein_coding	60	0	70	320	0	20	128	60	0	50	0	5	111	0	0	0	0	0	1	0	0	0	18	187
DEHA2A06776g	DEHA2A06776g	CAG84575	protein_coding	8	0	29	385	0	27	211	8	0	2	0	0	32	0	0	0	0	0	0	0	0	0	5	174
DEHA2A06798g	DEHA2A06798g	CAG84576	protein_coding	17	0	24	336	0	23	168	17	0	1	0	0	37	0	0	0	0	0	0	0	0	0	4	168
DEHA2A06820g	DEHA2A06820g	CAG84577	protein_coding	7	0	8	315	0	3	141	7	0	5	0	0	13	0	0	0	0	0	0	0	0	0	2	174
DEHA2A06842g	DEHA2A06842g	CAG84578	protein_coding	30	0	26	278	0	16	128	30	0	10	0	0	43	0	0	0	0	0	0	0	0	0	13	150
DEHA2A06864g	DEHA2A06864g	CAG84579	protein_coding	18	1	30	323	0	4	149	18	0	26	0	0	42	0	0	0	0	1	0	0	0	1	6	174
DEHA2A06886g	DEHA2A06886g	CAG84580	protein_coding	23	0	26	313	0	9	144	23	0	17	0	0	38	0	0	0	0	0	0	0	0	0	10	169
DEHA2A06908g	DEHA2A06908g	CAG84581	protein_coding	45	1	42	316	0	16	150	45	0	26	0	3	67	0	0	0	0	2	0	0	0	0	19	164
DEHA2A06930g	DEHA2A06930g	CAG84582	protein_coding	14	0	7	312	0	5	151	14	0	2	0	0	19	0	0	0	0	0	0	0	0	0	2	161
DEHA2A06952g	DEHA2A06952g	CAG84583	protein_coding	12	0	6	314	0	0	166	12	0	6	0	0	15	0	0	0	0	0	0	0	0	0	3	148
DEHA2A06974g	DEHA2A06974g	CAG84584	protein_coding	12	0	6	310	0	5	143	12	0	1	0	0	15	0	0	0	0	0	0	0	0	0	3	167
DEHA2A06996g	DEHA2A06996g	CAG84585	protein_coding	11	0	16	297	0	4	158	11	0	12	0	0	26	0	0	0	0	0	0	0	0	0	1	139
DEHA2A07018g	DEHA2A07018g	CAG84586	protein_coding	13	0	16	280	0	3	138	13	0	13	0	0	23	0	0	0	0	0	0	0	0	0	6	142
DEHA2A07040g	DEHA2A07040g	CAG84587	protein_coding	17	0	26	281	0	7	129	17	0	19	0	4	34	0	0	0	0	0	0	0	0	0	9	148
DEHA2A07062g	DEHA2A07062g	CAG84588	protein_coding	1	0	9	298	0	6	163	1	0	3	0	0	10	0	0	0	0	0	0	0	0	0	0	135
DEHA2A07084g	DEHA2A07084g	CAG84589	protein_coding	28	0	9	302	0	4	160	28	0	5	0	0	33	0	0	0	0	0	0	0	0	0	4	142
DEHA2A07106g	DEHA2A07106g	CAG84590	protein_coding	14	0	18	311	0	5	146	14	0	13	0	0	26	0	0	0	0	0	0	0	0	0	6	165
DEHA2A07128g	DEHA2A07128g	CAG84591	protein_coding	1	0	1	311	0	1	143	1	0	0	0	11	1	0	0	0	0	0	0	0	0	0	1	157
DEHA2A07150g	DEHA2A07150g	CAG84592	protein_coding	13	0	18	283	0	15	133	13	0	3	0	0	24	0	0	0	0	0	0	0	0	0	6	150
DEHA2A07172g	DEHA2A07172g	CAG84593	protein_coding	23	0	20	280	0	5	141	23	0	15	0	0	37	0	0	0	0	0	0	0	0	0	6	139
DEHA2A07194g	DEHA2A07194g	CAG84594	protein_coding	14	0	12	280	0	2	137	14	0	10	0	0	22	0	0	0	0	0	0	0	0	0	3	143
DEHA2A07216g	DEHA2A07216g	CAR65376	protein_coding	21	0	21	284	0	4	127	21	0	17	0	0	34	0	0	0	0	0	0	0	0	0	8	157
DEHA2A07238g	DEHA2A07238g	CAG84597	protein_coding	9	0	10	281	0	3	133	9	0	7	0	0	14	0	0	0	0	0	0	0	0	0	5	148
DEHA2A07260g	DEHA2A07260g	CAG84598	protein_coding	15	0	11	287	0	9	143	15	0	2	0	0	19	0	0	0	0	0	0	0	0	0	7	144
DEHA2A07282g	DEHA2A07282g	CAG84599	protein_coding	8	0	29	269	0	29	137	8	0	0	0	0	36	0	0	0	0	0	0	0	0	0	1	132
DEHA2A07304r	DEHA2A07304r	DEHA2A07304r	protein_coding	0	0	0	262	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129
DEHA2A07326g	DEHA2A07326g	CAG84600	protein_coding	63	0	78	277	0	10	148	63	0	68	0	0	124	0	0	0	0	0	0	0	0	0	17	129
DEHA2A07348g	DEHA2A07348g	CAG84601	protein_coding	23	0	31	269	0	8	140	23	0	23	0	0	50	0	0	0	0	0	0	0	0	0	4	129
DEHA2A07370g	DEHA2A07370g	CAG84602	protein_coding	16	0	20	270	0	15	138	16	0	5	0	0	31	0	0	0	0	0	0	0	0	0	5	132
DEHA2A07392g	DEHA2A07392g	CAG84603	protein_coding	11	0	18	231	0	3	86	11	0	15	0	0	25	0	0	0	0	0	0	0	0	0	4	145
DEHA2A07414g	DEHA2A07414g	CAG84604	protein_coding	16	0	7	273	0	1	140	16	0	6	0	0	20	0	0	0	0	0	0	0	0	0	3	133
DEHA2A07436g	DEHA2A07436g	CAG84605	protein_coding	8	1	12	246	0	4	160	8	0	8	0	4	16	0	0	0	0	1	0	0	0	0	4	83
DEHA2A07458g	DEHA2A07458g	CAR65377	protein_coding	51	0	57	216	0	24	132	51	0	33	0	0	95	0	0	0	0	0	0	0	0	0	13	84
DEHA2A07480g	DEHA2A07480g	CAG84608	protein_coding	19	0	21	297	0	2	145	19	0	19	0	2	36	0	0	0	0	0	0	0	0	0	4	150
DEHA2A07502g	DEHA2A07502g	CAR65378	protein_coding	22	0	17	311	0	9	158	22	0	8	0	0	35	0	0	0	0	0	0	0	0	0	4	153
DEHA2A07524g	DEHA2A07524g	CAG84610	protein_coding	6	0	10	295	0	7	139	6	0	3	0	0	15	0	0	0	0	0	0	0	0	0	1	156
DEHA2A07546g	DEHA2A07546g	CAG84611	protein_coding	11	0	10	287	0	7	136	11	0	3	0	0	17	0	0	0	0	0	0	0	0	0	4	151
DEHA2A07568g	DEHA2A07568g	CAR65379	protein_coding	18	0	22	269	0	6	132	18	0	16	0	0	30	0	0	0	0	0	0	0	0	0	10	137
DEHA2A07590g	DEHA2A07590g	CAR65380	protein_coding	23	0	52	258	0	31	141	23	0	21	0	0	66	0	0	0	0	0	0	0	0	0	9	117
DEHA2A07612g	DEHA2A07612g	CAG84614	protein_coding	26	0	9	284	0	6	151	26	0	3	0	0	28	0	0	0	0	0	0	0	0	0	7	133
DEHA2A07634g	DEHA2A07634g	CAG84615	protein_coding	19	0	29	289	0	26	126	19	0	3	0	0	41	0	0	0	0	0	0	0	0	0	7	163
DEHA2A07656g	DEHA2A07656g	CAG84616	protein_coding	0	1	2	293	0	0	159	0	0	2	0	10	1	0	0	0	0	1	0	0	0	0	1	125
DEHA2A07678g	DEHA2A07678g	CAG84617	protein_coding	28	0	25	291	0	15	124	28	0	10	0	0	46	0	0	0	0	0	0	0	0	0	7	167
DEHA2A07700g	DEHA2A07700g	CAG84618	protein_coding	24	0	37	297	0	21	131	24	0	16	0	0	45	0	0	0	0	0	0	0	0	0	16	166
DEHA2A07722g	DEHA2A07722g	CAG84619	protein_coding	9	0	1	327	0	1	163	9	0	0	0	0	2	0	0	0	0	0	0	0	0	0	8	164
DEHA2A07744g	DEHA2A07744g	CAG84621	protein_coding	32	0	39	338	0	14	196	32	0	25	1	0	49	1	0	0	0	0	0	0	0	0	21	142
DEHA2A07766g	DEHA2A07766g	CAG84624	protein_coding	41	0	67	333	0	30	149	41	0	37	0	0	88	0	0	0	0	0	0	0	0	0	20	184
DEHA2A07788g	DEHA2A07788g	CAR65381	protein_coding	23	0	26	346	0	7	158	23	0	19	0	0	40	0	0	0	0	0	0	0	0	0	8	188
DEHA2A07810g	DEHA2A07810g	CAG84626	protein_coding	27	0	50	339	0	38	178	27	0	12	0	0	65	0	0	0	0	0	0	0	0	0	12	161
DEHA2A07832g	DEHA2A07832g	CAG84627	protein_coding	33	0	21	290	0	8	146	33	0	13	0	0	47	0	0	0	0	0	0	0	0	0	7	144
DEHA2A07854g	DEHA2A07854g	CAG84628	protein_coding	3	0	8	307	0	2	143	3	0	6	0	0	7	0	0	0	0	0	0	0	0	0	4	164
DEHA2A07876g	DEHA2A07876g	CAG84629	protein_coding	44	0	32	275	0	10	118	44	0	22	0	0	68	0	0	0	0	0	0	0	0	0	8	157
DEHA2A07920g	DEHA2A07920g	CAG84630	protein_coding	0	0	4	291	0	0	142	0	0	4	0	0	4	0	0	0	0	0	0	0	0	0	0	149
DEHA2A07942g	DEHA2A07942g	CAG84631	protein_coding	24	0	35	315	0	31	142	24	0	4	0	0	48	0	0	0	0	0	0	0	0	0	11	173
DEHA2A07964g	DEHA2A07964g	CAG84632	protein_coding	18	0	37	280	0	23	115	18	0	14	0	0	45	0	0	0	0	0	0	0	0	0	10	165
